question;option;input_type;input_id;dependence;dependence_value;required
Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як: розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;2 – відвідує рідко, підтримка обмежена, контроль неефективний або поверхневий ( 0-1 в квартал);mc;q_23_Взаємодія з клієнтами та персоналом-Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;NA;NA;TRUE
Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як: розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;3 – іноді візити допомагають, але вплив на процеси нестабільний або частковий ( 1-2 в квартал);mc;q_23_Взаємодія з клієнтами та персоналом-Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;NA;NA;TRUE
Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як: розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;4 – переважно відвідує, підтримує, допомагає з питаннями щодо зростання показників відділення , надає зворотний зв'язок ( 2-3 в квартал);mc;q_23_Взаємодія з клієнтами та персоналом-Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;NA;NA;TRUE
Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як: розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;5 – регулярно відвідує, глибоко розуміє ситуації на відділенні, допомагає вирішити питання, мотивує ( більше 3х в квартал);mc;q_23_Взаємодія з клієнтами та персоналом-Регіональний директор відвідує відділення з метою надання реальної підтримки та контролю за ключовими процесами – такими як розвиток бізнес зростання напрямків відділення, якість обслуговування клієнтів, управління ризиками, виконання планових показників, інше?;NA;NA;TRUE
Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;1 – не проявляє статегічного бачення, відсутні чіткі орієнтири та ініціативи розвитку;mc;q_31_Стратегічне бачення-Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;NA;NA;TRUE
Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;2 – рідко ділиться баченнями, фокусується лише на поточних завданнях без довгостркової перспективи;mc;q_31_Стратегічне бачення-Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;NA;NA;TRUE
Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;3 – має загальне уявлення про розвиток, але бракує конкретики або системності;mc;q_31_Стратегічне бачення-Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;NA;NA;TRUE
Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;4 – визначає зрозумілі цілі, бачення частково доноситься до команди, ініціює стратегічні дії;mc;q_31_Стратегічне бачення-Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;NA;NA;TRUE
Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;5 – чітко формулює бачення розвитку регіону, стратегічно мислить, надихає команду та діє проактивно;mc;q_31_Стратегічне бачення-Регіональний директор демонструє чітке стратегічне бачення розвитку свого регіону – розуміє ринок, визначає пріоритети, формує цілі, ініціює довгострокові рішення та адаптує команду до змін?;NA;NA;TRUE
Як часто проводяться селекторні/Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;1 - Щотижня;mc;q_41_Онлайн_наради_та_зустрічі-Як часто проводяться селекторні Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;NA;NA;TRUE
Як часто проводяться селекторні/Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;2 - Декілька разів на місяць;mc;q_41_Онлайн_наради_та_зустрічі-Як часто проводяться селекторні Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;NA;NA;TRUE
Як часто проводяться селекторні/Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;3 - Рідше одного разу на місяць;mc;q_41_Онлайн_наради_та_зустрічі-Як часто проводяться селекторні Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;NA;NA;TRUE
Як часто проводяться селекторні/Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;4 - Практично не проводяться;mc;q_41_Онлайн_наради_та_зустрічі-Як часто проводяться селекторні Zoom-зустрічі з регіональним директором для обговорення проблемних питань?;NA;NA;TRUE
Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;1 – зустрічі неефектифні, не дають жодної користі, даремно витрачаємо час;mc;q_42_Онлайн_наради_та_зустрічі-Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;NA;NA;TRUE
Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;2 – частково корисні, але поверхові або без глибокого змісту;mc;q_42_Онлайн_наради_та_зустрічі-Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;NA;NA;TRUE
Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;3 – помірно ефективні, частина інформації є корисною, але бракує практичності чи залученості;mc;q_42_Онлайн_наради_та_зустрічі-Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;NA;NA;TRUE
Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;4 – ефективні, дають можливість обговорити важливі теми, є практичне значення;mc;q_42_Онлайн_наради_та_зустрічі-Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;NA;NA;TRUE
Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;5 – дуже ефективні – змістовні, конструктивні, дають чітке розуміння ситуації та сприяють реальним діям ;mc;q_42_Онлайн_наради_та_зустрічі-Наскільки ефективними Ви вважаєте онлайн – зустрічі з регіональним директором з точки зору змісту, практичної користі, залученості та можливості обговорити важливі питання?;NA;NA;TRUE
Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;1 – демотивує, стиль управління пригнічує ініціативу, викликає відчуття несправедливості або байдужості. Мотивація значно знижується;mc;q_51_Мотивація та залучення-Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;NA;NA;TRUE
Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;2 – скоріше демотивує,  є певні позитивні моменти, але в цілому стиль управління  не сприяє залученостьі чи ентузіазму;mc;q_51_Мотивація та залучення-Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;NA;NA;TRUE
Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;3 – нейтрально, дії та стиль управління не впливають суттєво на мотивацію. Команда працює на автоматизмі або через внутрішні чинники;mc;q_51_Мотивація та залучення-Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;NA;NA;TRUE
Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;4 – скоріше мотивує – є підримка, визнання та зворотний зв’язок, це позитивно впливає на результати;mc;q_51_Мотивація та залучення-Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;NA;NA;TRUE
Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;5 – дуже мотивує – регілнальний директор надихає, підримує, створює атмосфкру довіри та відповідальності.;mc;q_51_Мотивація та залучення-Наскільки дії та стиль управління регіонального директора мотивують Вас і Вашу команду до досягнення результатів?;NA;NA;TRUE
Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;1 – зовсім не враховується, рішення приймаються без обговорень та зворотного зв’язку;mc;q_52_Мотивація та залучення-Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;NA;NA;TRUE
Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;2 – враховується дуже рідко, переважно формально;mc;q_52_Мотивація та залучення-Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;NA;NA;TRUE
Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;3 - частково враховується, але вплив мінімальний;mc;q_52_Мотивація та залучення-Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;NA;NA;TRUE
Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;4 – думка здебільшого береться до уваги, іноді залучаються до обговорення;mc;q_52_Мотивація та залучення-Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;NA;NA;TRUE
Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;5 – враховується завжди, мене слухають, запрошують до обговорення;mc;q_52_Мотивація та залучення-Чи враховується Ваша думка у процесі прийняття рішень на регіональному рівні?;NA;NA;TRUE
Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;1 – так, часто трапляються подібні ситуації;mc;q_53_Мотивація та залучення-Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;NA;NA;TRUE
Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;2 – іноді відчував (-ла) дискомфорт;mc;q_53_Мотивація та залучення-Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;NA;NA;TRUE
Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;3 – рідко, але такі випадки були;mc;q_53_Мотивація та залучення-Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;NA;NA;TRUE
Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;4 – майже ніколи не було подібного досвіду;mc;q_53_Мотивація та залучення-Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;NA;NA;TRUE
Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;5 – ніколи не відчував (-ла) емоційного дискомфорту;mc;q_53_Мотивація та залучення-Чи траплялися ситуації, коли у спілкуванні з регіональним директором Ви відчували емоційний дискомфорт ( наприклад, через тон спілкування, тиск, неприйнятні висловлювання чи порушення етичних норм)? ;NA;NA;TRUE
Що Ви вважаєте сильними сторонами регіонального директора?;NA;text;q_61_Відкриті запитання-Що Ви вважаєте сильними сторонами регіонального директора?;NA;NA;TRUE
Які напрями в його/її роботі, на Вашу думку, потребують покращення?;NA;text;q_62_Відкриті запитання-Які напрями в його/її роботі, на Вашу думку, потребують покращення?;NA;NA;TRUE
Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;1 – дуже незадовільно;mc;q_63_Відкриті запитання-Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;NA;NA;TRUE
Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;2 – задовільно з великими недоліками;mc;q_63_Відкриті запитання-Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;NA;NA;TRUE
Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;3 – середній рівень – частково справляється з обов'язками, але є важливі зони для розвитку;mc;q_63_Відкриті запитання-Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;NA;NA;TRUE
Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;4 – добре – забезпечує стабільну підтримку, ефективне управління, позитивно впливає на розвиток відділень;mc;q_63_Відкриті запитання-Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;NA;NA;TRUE
Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;5 – відмінно – високопрофесійний підхід, стратегічне бачення, підтримка та довіра команди;mc;q_63_Відкриті запитання-Як ви загалом оцінюєте роботу регіонального директора – з урахуванням його управлінських рішень, комунікації, підтримки, професіоналізму та внеску в розвиток відділення?;NA;NA;TRUE
